"Ship Mode",Segment,Country,City,State,"Postal Code",Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
"First Class",Corporate,"United States","San Francisco",California,94122,West,"Office Supplies",Binders,$70.008,3,0.20,56.0064
"Second Class",Consumer,"United States",Houston,Texas,77095,Central,"Office Supplies",Envelopes,$15.648,2,0.20,12.5184
"First Class",Corporate,"United States",Springfield,Ohio,45503,East,"Office Supplies",Binders,$8.904,2,0.70,2.6712000000000007
"First Class",Consumer,"United States",Garland,Texas,75043,Central,"Office Supplies",Labels,$10.44,5,0.20,8.352
"First Class",Consumer,"United States",Garland,Texas,75043,Central,"Office Supplies",Binders,$18.336,4,0.80,3.6671999999999993
"First Class",Consumer,"United States",Chicago,Illinois,60653,Central,Technology,Phones,$323.976,3,0.20,259.1808
"Standard Class",Consumer,"United States","New York City","New York",10009,East,Furniture,Bookcases,$323.136,4,0.20,258.5088
"Standard Class",Consumer,"United States","New York City","New York",10009,East,"Office Supplies",Binders,$52.776,3,0.20,42.220800000000004
"Standard Class",Corporate,"United States","San Antonio",Texas,78207,Central,Furniture,Tables,$99.918,2,0.30,69.9426
"Standard Class",Corporate,"United States","San Antonio",Texas,78207,Central,Furniture,Chairs,$797.944,4,0.30,558.5608
"Standard Class",Corporate,"United States","San Antonio",Texas,78207,Central,"Office Supplies",Binders,$8.568,3,0.80,1.7135999999999996
"Standard Class",Corporate,"United States",Dallas,Texas,75220,Central,"Office Supplies",Envelopes,$149.352,3,0.20,119.4816
"Standard Class",Corporate,"United States",Dallas,Texas,75220,Central,"Office Supplies",Storage,$12.992,1,0.20,10.393600000000001
"Standard Class",Corporate,"United States","New York City","New York",10011,East,"Office Supplies",Binders,$841.568,2,0.20,673.2544
"First Class",Consumer,"United States",Philadelphia,Pennsylvania,19143,East,"Office Supplies",Paper,$15.552,3,0.20,12.4416
"First Class",Consumer,"United States",Philadelphia,Pennsylvania,19143,East,Technology,Accessories,$252,5,0.20,201.6
"First Class",Consumer,"United States",Toledo,Ohio,43615,East,"Office Supplies",Art,$14.592,3,0.20,11.6736
"First Class",Consumer,"United States",Toledo,Ohio,43615,East,"Office Supplies",Art,$89.856,3,0.20,71.8848
"First Class",Consumer,"United States",Toledo,Ohio,43615,East,"Office Supplies",Paper,$13.872,3,0.20,11.0976
"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19140,East,"Office Supplies",Paper,$12.192,3,0.20,9.7536
"Standard Class","Home Office","United States",Philadelphia,Pennsylvania,19120,East,"Office Supplies",Paper,$45.056,8,0.20,36.044799999999995
"Standard Class","Home Office","United States",Philadelphia,Pennsylvania,19120,East,"Office Supplies",Binders,$29.718,6,0.70,8.915400000000002
"Standard Class","Home Office","United States",Philadelphia,Pennsylvania,19120,East,"Office Supplies",Paper,$15.552,3,0.20,12.4416
"Standard Class","Home Office","United States",Philadelphia,Pennsylvania,19120,East,"Office Supplies",Appliances,$447.696,2,0.20,358.15680000000003
"Standard Class",Corporate,"United States",Torrance,California,90503,West,"Office Supplies",Binders,$6.096,2,0.20,4.8768
"Standard Class",Corporate,"United States",Torrance,California,90503,West,Furniture,Tables,$1114.272,4,0.20,891.4176
"Standard Class",Consumer,"United States",Seattle,Washington,98105,West,"Office Supplies",Binders,$167.76,5,0.20,134.208
"First Class",Consumer,"United States",Mesa,Arizona,85204,West,Furniture,Tables,$393.165,3,0.50,196.5825
"Standard Class","Home Office","United States",Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,$516.488,7,0.20,413.19040000000007
"Standard Class","Home Office","United States",Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,$1007.232,6,0.20,805.7855999999999
"Standard Class","Home Office","United States",Philadelphia,Pennsylvania,19120,East,Furniture,Tables,$2065.32,12,0.40,1239.192
"Standard Class","Home Office","United States",Philadelphia,Pennsylvania,19120,East,"Office Supplies",Paper,$15.552,3,0.20,12.4416
"Standard Class","Home Office","United States",Philadelphia,Pennsylvania,19120,East,"Office Supplies",Paper,$25.344,6,0.20,20.2752
"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,$25.472,4,0.20,20.3776
"Standard Class",Consumer,"United States","Round Rock",Texas,78664,Central,"Office Supplies",Art,$27.168,2,0.20,21.7344
"Standard Class",Consumer,"United States","Round Rock",Texas,78664,Central,Furniture,Bookcases,$78.8528,2,0.32,53.619904000000005
"Second Class",Consumer,"United States",Phoenix,Arizona,85023,West,Technology,Phones,$29.592,1,0.20,23.6736
"Second Class",Consumer,"United States",Phoenix,Arizona,85023,West,"Office Supplies",Binders,$4.752,2,0.70,1.4256000000000002
"Second Class",Consumer,"United States",Phoenix,Arizona,85023,West,"Office Supplies",Paper,$15.552,3,0.20,12.4416
"Standard Class",Corporate,"United States","San Francisco",California,94110,West,Furniture,Chairs,$321.568,2,0.20,257.2544
"Second Class",Consumer,"United States","Boca Raton",Florida,33433,South,"Office Supplies",Labels,$4.608,2,0.20,3.6864
"Second Class",Consumer,"United States",Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,$127.104,6,0.20,101.6832
"Second Class",Consumer,"United States",Philadelphia,Pennsylvania,19134,East,Technology,Phones,$124.2,3,0.40,74.52
"Second Class",Consumer,"United States",Philadelphia,Pennsylvania,19134,East,"Office Supplies",Binders,$18.588,2,0.70,5.576400000000001
"Second Class",Consumer,"United States",Philadelphia,Pennsylvania,19134,East,"Office Supplies",Labels,$30.072,3,0.20,24.0576
"Second Class","Home Office","United States","New York City","New York",10011,East,"Office Supplies",Binders,$75.792,3,0.20,60.6336
"Standard Class",Consumer,"United States",Portland,Oregon,97206,West,"Office Supplies",Binders,$1.08,2,0.70,0.32400000000000007
"First Class",Corporate,"United States",Detroit,Michigan,48205,Central,Technology,Machines,$3059.982,2,0.10,2753.9838
"First Class",Consumer,"United States",Wilmington,"North Carolina",28403,South,"Office Supplies",Binders,$3.282,2,0.70,0.9846000000000004
"Standard Class",Consumer,"United States","New York City","New York",10035,East,Furniture,Chairs,$599.292,6,0.10,539.3628
"Second Class",Consumer,"United States",Louisville,Colorado,80027,West,"Office Supplies",Art,$3.392,1,0.20,2.7136
"Second Class",Consumer,"United States",Louisville,Colorado,80027,West,Technology,Phones,$559.984,2,0.20,447.98720000000003
"Second Class",Consumer,"United States",Louisville,Colorado,80027,West,Furniture,Chairs,$603.92,5,0.20,483.13599999999997
"Standard Class","Home Office","United States",Pasadena,Texas,77506,Central,"Office Supplies",Labels,$7.968,2,0.20,6.3744
"Standard Class","Home Office","United States",Pasadena,Texas,77506,Central,"Office Supplies",Envelopes,$27.968,4,0.20,22.3744
"Standard Class","Home Office","United States",Pasadena,Texas,77506,Central,Technology,Machines,$336.51,3,0.40,201.90599999999998
"Same Day",Consumer,"United States",Houston,Texas,77041,Central,"Office Supplies",Binders,$1.112,2,0.80,0.22239999999999993
"Second Class","Home Office","United States",Jacksonville,Florida,32216,South,Furniture,Chairs,$1166.92,5,0.20,933.5360000000001
"First Class",Consumer,"United States","New York City","New York",10024,East,"Office Supplies",Binders,$14.624,2,0.20,11.699200000000001
"Same Day",Consumer,"United States","New York City","New York",10024,East,Furniture,Tables,$1090.782,7,0.40,654.4692
"Standard Class",Consumer,"United States",Jacksonville,"North Carolina",28540,South,"Office Supplies",Paper,$115.296,3,0.20,92.2368
"First Class",Consumer,"United States",Scottsdale,Arizona,85254,West,"Office Supplies",Envelopes,$7.08,3,0.20,5.664
"First Class",Consumer,"United States",Scottsdale,Arizona,85254,West,"Office Supplies",Binders,$4.401,3,0.70,1.3203
"First Class",Consumer,"United States",Chicago,Illinois,60653,Central,Technology,Phones,$95.984,2,0.20,76.7872
"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19134,East,"Office Supplies",Envelopes,$6.208,2,0.20,4.9664
"First Class","Home Office","United States","Los Angeles",California,90045,West,"Office Supplies",Binders,$11.808,2,0.20,9.4464
"Second Class","Home Office","United States",Springfield,Ohio,45503,East,"Office Supplies",Paper,$15.552,3,0.20,12.4416
"Second Class","Home Office","United States",Springfield,Ohio,45503,East,"Office Supplies",Paper,$63.312,3,0.20,50.6496
"Second Class","Home Office","United States",Springfield,Ohio,45503,East,Technology,Phones,$15.588,2,0.40,9.352799999999998
"First Class",Consumer,"United States",Cincinnati,Ohio,45231,East,"Office Supplies",Paper,$15.696,3,0.20,12.556799999999999
"First Class",Consumer,"United States",Cincinnati,Ohio,45231,East,"Office Supplies",Binders,$2.628,2,0.70,0.7884000000000002
"First Class",Consumer,"United States",Cincinnati,Ohio,45231,East,"Office Supplies",Binders,$14.427,3,0.70,4.328100000000001
"First Class",Consumer,"United States","Los Angeles",California,90004,West,"Office Supplies",Binders,$36.624,3,0.20,29.299200000000003
"First Class",Consumer,"United States",Burlington,"North Carolina",27217,South,"Office Supplies",Art,$23.968,7,0.20,19.1744
"First Class",Consumer,"United States",Burlington,"North Carolina",27217,South,"Office Supplies",Art,$28.728,3,0.20,22.982400000000002
"Second Class",Consumer,"United States","New York City","New York",10035,East,Furniture,Bookcases,$722.352,3,0.20,577.8815999999999
"First Class",Corporate,"United States",Chicago,Illinois,60610,Central,"Office Supplies",Art,$8.84,5,0.20,7.072
"First Class",Corporate,"United States",Chicago,Illinois,60610,Central,"Office Supplies",Appliances,$58.464,9,0.80,11.692799999999998
"Standard Class","Home Office","United States",Rockford,Illinois,61107,Central,Furniture,Chairs,$254.604,14,0.30,178.2228
"Standard Class",Consumer,"United States",Miami,Florida,33142,South,Technology,Phones,$1363.96,5,0.20,1091.1680000000001
"Standard Class",Consumer,"United States",Miami,Florida,33142,South,Furniture,Furnishings,$102.36,3,0.20,81.888
"Second Class",Consumer,"United States","San Francisco",California,94109,West,Technology,Phones,$1113.504,12,0.20,890.8032
"First Class",Corporate,"United States",Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,$168.464,2,0.20,134.7712
"First Class",Corporate,"United States",Philadelphia,Pennsylvania,19134,East,"Office Supplies",Paper,$6.72,2,0.20,5.3759999999999994
"First Class",Corporate,"United States",Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,$282.888,9,0.20,226.3104
"Standard Class","Home Office","United States","New York City","New York",10009,East,"Office Supplies",Binders,$82.344,3,0.20,65.87519999999999
"Standard Class","Home Office","United States","New York City","New York",10009,East,"Office Supplies",Binders,$9.088,4,0.20,7.2703999999999995
"Standard Class",Corporate,"United States","San Diego",California,92037,West,"Office Supplies",Binders,$19.936,4,0.20,15.9488
"Standard Class",Corporate,"United States","San Diego",California,92037,West,"Office Supplies",Binders,$65.568,2,0.20,52.4544
"Standard Class","Home Office","United States",Philadelphia,Pennsylvania,19143,East,"Office Supplies",Fasteners,$4.416,3,0.20,3.5328000000000004
"Standard Class",Consumer,"United States",Houston,Texas,77095,Central,Furniture,Chairs,$107.772,2,0.30,75.44040000000001
"Standard Class",Corporate,"United States",Toledo,Ohio,43615,East,"Office Supplies",Appliances,$45.216,3,0.20,36.1728
"Standard Class",Corporate,"United States",Toledo,Ohio,43615,East,"Office Supplies",Fasteners,$10.416,7,0.20,8.3328
"Standard Class",Corporate,"United States",Toledo,Ohio,43615,East,"Office Supplies",Art,$7.872,3,0.20,6.2976
"Standard Class",Corporate,"United States",Toledo,Ohio,43615,East,Technology,Phones,$118.782,3,0.40,71.2692
"Standard Class",Corporate,"United States",Toledo,Ohio,43615,East,"Office Supplies",Fasteners,$1.448,1,0.20,1.1583999999999999
"Standard Class",Corporate,"United States",Toledo,Ohio,43615,East,"Office Supplies",Binders,$55.47,5,0.70,16.641000000000005
"First Class",Consumer,"United States","San Francisco",California,94122,West,Furniture,Chairs,$194.848,4,0.20,155.8784
"Second Class",Consumer,"United States",Brownsville,Texas,78521,Central,"Office Supplies",Supplies,$1.744,1,0.20,1.3952
"Standard Class","Home Office","United States",Philadelphia,Pennsylvania,19143,East,"Office Supplies",Binders,$25.176,4,0.70,7.552800000000001
"Standard Class","Home Office","United States",Denver,Colorado,80219,West,"Office Supplies",Paper,$29.472,3,0.20,23.5776
"Standard Class",Consumer,"United States","New York City","New York",10035,East,"Office Supplies",Binders,$8.64,2,0.20,6.912000000000001
"Standard Class",Consumer,"United States",Mesa,Arizona,85204,West,"Office Supplies",Binders,$6.27,5,0.70,1.8810000000000002
"Standard Class",Consumer,"United States",Mesa,Arizona,85204,West,"Office Supplies",Binders,$4.368,7,0.70,1.3104000000000005
"Standard Class",Consumer,"United States",Mesa,Arizona,85204,West,Technology,Accessories,$31.984,2,0.20,25.587200000000003
"Second Class",Consumer,"United States",Seattle,Washington,98105,West,"Office Supplies",Binders,$6.88,1,0.20,5.504
"Standard Class",Consumer,"United States",Yonkers,"New York",10701,East,Furniture,Tables,$836.592,8,0.40,501.9552
"Second Class",Corporate,"United States",Oakland,California,94601,West,Technology,Phones,$71.976,3,0.20,57.580799999999996
"Standard Class",Corporate,"United States",Monroe,"North Carolina",28110,South,Furniture,Furnishings,$31.984,2,0.20,25.587200000000003
"Standard Class",Corporate,"United States",Monroe,"North Carolina",28110,South,Technology,Phones,$71.984,2,0.20,57.587199999999996
"Standard Class",Consumer,"United States","San Diego",California,92105,West,Technology,Phones,$219.184,2,0.20,175.3472
"Standard Class","Home Office","United States",Charlotte,"North Carolina",28205,South,"Office Supplies",Storage,$348.208,7,0.20,278.56640000000004
"Standard Class","Home Office","United States",Charlotte,"North Carolina",28205,South,"Office Supplies",Binders,$35.784,7,0.70,10.735200000000003
"First Class",Corporate,"United States","Los Angeles",California,90049,West,Furniture,Tables,$447.84,5,0.20,358.272
"Standard Class",Consumer,"United States",Houston,Texas,77041,Central,"Office Supplies",Binders,$2.694,3,0.80,0.5387999999999997
"Standard Class",Consumer,"United States",Houston,Texas,77041,Central,"Office Supplies",Binders,$2.934,3,0.80,0.5867999999999998
"Standard Class",Consumer,"United States",Houston,Texas,77041,Central,"Office Supplies",Storage,$100.704,6,0.20,80.5632
"Standard Class",Consumer,"United States",Houston,Texas,77041,Central,Furniture,Furnishings,$2.328,2,0.60,0.9312
"Standard Class",Consumer,"United States",Houston,Texas,77041,Central,"Office Supplies",Binders,$10.78,5,0.80,2.155999999999999
"Standard Class",Consumer,"United States",Houston,Texas,77041,Central,"Office Supplies",Fasteners,$58.368,12,0.20,46.6944
"Standard Class",Consumer,"United States",Houston,Texas,77041,Central,"Office Supplies",Envelopes,$40.968,3,0.20,32.7744
"Standard Class",Consumer,"United States",Houston,Texas,77041,Central,Technology,Phones,$71.96,5,0.20,57.568
"Standard Class",Consumer,"United States",Houston,Texas,77041,Central,"Office Supplies",Paper,$10.368,2,0.20,8.2944
"Standard Class",Consumer,"United States",Houston,Texas,77041,Central,"Office Supplies",Binders,$1.192,2,0.80,0.23839999999999995
"Second Class",Consumer,"United States",Encinitas,California,92024,West,"Office Supplies",Binders,$46.672,2,0.20,37.337599999999995
"Second Class",Consumer,"United States",Encinitas,California,92024,West,Furniture,Bookcases,$119.833,1,0.15,101.85804999999999
"Standard Class","Home Office","United States",Philadelphia,Pennsylvania,19134,East,"Office Supplies",Storage,$124.608,4,0.20,99.6864
"Standard Class","Home Office","United States",Philadelphia,Pennsylvania,19134,East,"Office Supplies",Labels,$7.56,3,0.20,6.048
"Same Day",Consumer,"United States",Homestead,Florida,33030,South,"Office Supplies",Storage,$85.224,3,0.20,68.17920000000001
"Standard Class",Consumer,"United States","Los Angeles",California,90045,West,Technology,Machines,$686.32,2,0.20,549.056
"Same Day",Consumer,"United States",Lansing,Michigan,48911,Central,"Office Supplies",Appliances,$644.076,2,0.10,579.6684
"Standard Class",Corporate,"United States","Cuyahoga Falls",Ohio,44221,East,Furniture,Furnishings,$8.352,6,0.20,6.6816
"Standard Class",Corporate,"United States",Reno,Nevada,89502,West,"Office Supplies",Binders,$159.768,7,0.20,127.8144
"Second Class",Corporate,"United States","Los Angeles",California,90004,West,Furniture,Chairs,$195.184,1,0.20,156.1472
"Standard Class","Home Office","United States","New York City","New York",10035,East,"Office Supplies",Binders,$125.76,3,0.20,100.608
"Standard Class","Home Office","United States","New York City","New York",10035,East,"Office Supplies",Binders,$25.32,5,0.20,20.256
"Standard Class",Consumer,"United States","Los Angeles",California,90008,West,"Office Supplies",Binders,$16.52,5,0.20,13.216
"Standard Class",Consumer,"United States",Bloomington,Illinois,61701,Central,"Office Supplies",Binders,$5.176,4,0.80,1.0351999999999997
"First Class",Corporate,"United States","New York City","New York",10035,East,"Office Supplies",Binders,$50.112,6,0.20,40.089600000000004
"Second Class","Home Office","United States",Houston,Texas,77070,Central,Technology,Accessories,$258.696,3,0.20,206.95680000000002
"First Class",Consumer,"United States",Jacksonville,"North Carolina",28540,South,"Office Supplies",Envelopes,$21.744,1,0.20,17.3952
"First Class",Consumer,"United States",Jacksonville,"North Carolina",28540,South,Technology,Phones,$7.92,5,0.20,6.336
"Standard Class",Corporate,"United States",Seattle,Washington,98103,West,"Office Supplies",Binders,$12.096,7,0.20,9.6768
"Second Class","Home Office","United States","Los Angeles",California,90036,West,Technology,Phones,$889.536,8,0.20,711.6288
"Second Class","Home Office","United States","Los Angeles",California,90036,West,Furniture,Chairs,$892.224,3,0.20,713.7792000000001
"Same Day",Corporate,"United States","Coral Springs",Florida,33065,South,"Office Supplies",Paper,$15.552,3,0.20,12.4416
"Same Day",Corporate,"United States","Coral Springs",Florida,33065,South,Furniture,Furnishings,$15.712,4,0.20,12.5696
"Same Day",Corporate,"United States","Coral Springs",Florida,33065,South,"Office Supplies",Storage,$24.672,2,0.20,19.7376
"Same Day",Corporate,"United States","Coral Springs",Florida,33065,South,Furniture,Furnishings,$55.968,1,0.20,44.7744
"Standard Class",Consumer,"United States",Houston,Texas,77041,Central,Technology,Accessories,$431.928,9,0.20,345.5424
"Standard Class",Consumer,"United States",Houston,Texas,77041,Central,Furniture,Chairs,$95.984,4,0.30,67.1888
"Standard Class",Consumer,"United States",Houston,Texas,77041,Central,"Office Supplies",Binders,$1088.792,4,0.80,217.75839999999994
"Standard Class",Corporate,"United States",Denver,Colorado,80219,West,Furniture,Chairs,$544.008,3,0.20,435.20640000000003
"Standard Class",Corporate,"United States",Denver,Colorado,80219,West,"Office Supplies",Binders,$1.872,3,0.70,0.5616000000000001
"Standard Class",Corporate,"United States",Denver,Colorado,80219,West,Furniture,Chairs,$854.352,3,0.20,683.4816
"Standard Class",Corporate,"United States",Denver,Colorado,80219,West,"Office Supplies",Storage,$338.04,3,0.20,270.432
"First Class",Consumer,"United States",Charlotte,"North Carolina",28205,South,Technology,Phones,$271.96,5,0.20,217.56799999999998
"Second Class",Corporate,"United States","New York City","New York",10009,East,"Office Supplies",Binders,$9.144,3,0.20,7.3152
"Second Class",Corporate,"United States","New York City","New York",10009,East,"Office Supplies",Binders,$8.544,2,0.20,6.8352
"Second Class",Corporate,"United States","New York City","New York",10009,East,Furniture,Bookcases,$579.136,4,0.20,463.30879999999996
"Standard Class",Corporate,"United States",Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,$141.372,2,0.30,98.96040000000002
"Standard Class",Corporate,"United States",Philadelphia,Pennsylvania,19134,East,"Office Supplies",Binders,$3.036,2,0.70,0.9108
"Standard Class",Corporate,"United States",Philadelphia,Pennsylvania,19134,East,"Office Supplies",Binders,$4.503,1,0.70,1.3509000000000002
"Standard Class",Corporate,"United States",Philadelphia,Pennsylvania,19134,East,"Office Supplies",Art,$4.672,1,0.20,3.7375999999999996
"Standard Class",Corporate,"United States",Philadelphia,Pennsylvania,19134,East,Technology,Accessories,$95.88,3,0.20,76.704
"Standard Class",Corporate,"United States",Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,$17.024,2,0.20,13.619200000000001
"Standard Class",Corporate,"United States",Philadelphia,Pennsylvania,19134,East,Technology,Accessories,$258.696,3,0.20,206.95680000000002
"Standard Class",Corporate,"United States",Philadelphia,Pennsylvania,19134,East,Technology,Phones,$1931.958,7,0.40,1159.1748
"Standard Class","Home Office","United States","Los Angeles",California,90036,West,Technology,Phones,$255.936,8,0.20,204.74880000000002
"First Class",Consumer,"United States","New York City","New York",10024,East,"Office Supplies",Binders,$1.728,1,0.20,1.3824
"First Class",Corporate,"United States",Cincinnati,Ohio,45231,East,Technology,Copiers,$839.988,2,0.40,503.9928
"Same Day",Consumer,"United States","Boynton Beach",Florida,33437,South,Furniture,Furnishings,$47.952,3,0.20,38.361599999999996
"Same Day",Consumer,"United States","Boynton Beach",Florida,33437,South,"Office Supplies",Binders,$37.425,5,0.70,11.2275
"Same Day",Consumer,"United States","Boynton Beach",Florida,33437,South,Furniture,Furnishings,$165.048,3,0.20,132.0384
"Standard Class",Consumer,"United States","New York City","New York",10009,East,"Office Supplies",Binders,$398.352,3,0.20,318.6816
"Second Class",Consumer,"United States",Fresno,California,93727,West,Furniture,Tables,$764.688,6,0.20,611.7504
"Second Class",Consumer,"United States",Fresno,California,93727,West,Furniture,Tables,$3610.848,12,0.20,2888.6784
"Second Class",Consumer,"United States",Fresno,California,93727,West,Furniture,Bookcases,$254.9745,3,0.15,216.728325
"Standard Class",Consumer,"United States","New York City","New York",10009,East,Furniture,Chairs,$1141.938,9,0.10,1027.7442
"Standard Class","Home Office","United States",Chester,Pennsylvania,19013,East,"Office Supplies",Art,$5.248,2,0.20,4.1984
"Standard Class","Home Office","United States",Chester,Pennsylvania,19013,East,Technology,Phones,$35.91,3,0.40,21.546
"Standard Class","Home Office","United States",Chester,Pennsylvania,19013,East,Furniture,Furnishings,$6.696,1,0.20,5.3568
"Standard Class","Home Office","United States",Chester,Pennsylvania,19013,East,Furniture,Furnishings,$43.872,2,0.20,35.0976
"Second Class","Home Office","United States",Charlotte,"North Carolina",28205,South,"Office Supplies",Binders,$27.882,3,0.70,8.364600000000003
"Second Class","Home Office","United States",Charlotte,"North Carolina",28205,South,"Office Supplies",Storage,$540.048,3,0.20,432.0384
"Second Class","Home Office","United States",Charlotte,"North Carolina",28205,South,Technology,Accessories,$255.68,8,0.20,204.544
"Standard Class",Consumer,"United States",Jacksonville,Florida,32216,South,Technology,Phones,$863.88,3,0.20,691.104
"Standard Class",Corporate,"United States",Greenville,"North Carolina",27834,South,"Office Supplies",Binders,$17.616,4,0.70,5.284800000000001
"Second Class",Consumer,"United States","Long Beach","New York",11561,East,"Office Supplies",Binders,$17.472,3,0.20,13.9776
"Standard Class",Corporate,"United States","Los Angeles",California,90045,West,Furniture,Chairs,$292.272,6,0.20,233.8176
"Standard Class",Corporate,"United States",Louisville,Colorado,80027,West,Furniture,Furnishings,$29.328,3,0.20,23.4624
"Standard Class",Corporate,"United States",Chicago,Illinois,60623,Central,"Office Supplies",Storage,$102.336,4,0.20,81.8688
"Standard Class",Corporate,"United States",Chicago,Illinois,60623,Central,"Office Supplies",Appliances,$48.792,3,0.80,9.758399999999995
"Standard Class",Corporate,"United States",Chicago,Illinois,60623,Central,"Office Supplies",Binders,$44.848,8,0.80,8.9696
"Same Day",Consumer,"United States","Fort Worth",Texas,76106,Central,"Office Supplies",Paper,$10.368,2,0.20,8.2944
"Same Day",Consumer,"United States","Fort Worth",Texas,76106,Central,Furniture,Chairs,$388.43,5,0.30,271.901
"Same Day",Consumer,"United States","Fort Worth",Texas,76106,Central,"Office Supplies",Paper,$14.352,3,0.20,11.4816
"Same Day",Consumer,"United States","Fort Worth",Texas,76106,Central,Technology,Accessories,$63.992,1,0.20,51.193599999999996
"Standard Class",Consumer,"United States",Houston,Texas,77070,Central,"Office Supplies",Art,$86.352,3,0.20,69.08160000000001
"First Class",Consumer,"United States",Jacksonville,Florida,32216,South,"Office Supplies",Labels,$15.12,3,0.20,12.096
"First Class",Consumer,"United States",Jacksonville,Florida,32216,South,"Office Supplies",Binders,$17.43,1,0.70,5.229000000000001
"First Class",Consumer,"United States",Jacksonville,Florida,32216,South,"Office Supplies",Paper,$251.64,3,0.20,201.31199999999998
"Standard Class",Consumer,"United States",Austin,Texas,78745,Central,"Office Supplies",Binders,$2.772,7,0.80,0.5543999999999998
"Standard Class",Corporate,"United States","New York City","New York",10009,East,"Office Supplies",Binders,$12.192,4,0.20,9.7536
"First Class","Home Office","United States","San Francisco",California,94122,West,"Office Supplies",Binders,$13.216,4,0.20,10.572799999999999
"Standard Class",Consumer,"United States",Pueblo,Colorado,81001,West,"Office Supplies",Appliances,$845.728,13,0.20,676.5824
"Standard Class",Corporate,"United States",Fairfield,California,94533,West,"Office Supplies",Binders,$13.904,2,0.20,11.1232
"Standard Class",Corporate,"United States",Fairfield,California,94533,West,"Office Supplies",Binders,$20.72,2,0.20,16.576
"Second Class",Consumer,"United States",Houston,Texas,77036,Central,Technology,Phones,$419.944,7,0.20,335.9552
"First Class",Consumer,"United States",Pasadena,California,91104,West,"Office Supplies",Binders,$17.712,3,0.20,14.169599999999999
"First Class",Consumer,"United States",Pasadena,California,91104,West,Furniture,Chairs,$161.568,2,0.20,129.2544
"Standard Class",Consumer,"United States",Columbus,Ohio,43229,East,Furniture,Chairs,$155.372,2,0.30,108.7604
"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19120,East,Technology,Accessories,$14.2,1,0.20,11.36
"Standard Class",Corporate,"United States",Deltona,Florida,32725,South,Technology,Phones,$575.92,2,0.20,460.736
"Standard Class",Corporate,"United States",Deltona,Florida,32725,South,"Office Supplies",Binders,$5.184,6,0.70,1.5552000000000001
"Standard Class",Consumer,"United States",Cincinnati,Ohio,45231,East,"Office Supplies",Binders,$5.229,3,0.70,1.5687000000000002
"Standard Class",Consumer,"United States",Cincinnati,Ohio,45231,East,"Office Supplies",Storage,$285.552,2,0.20,228.44160000000002
"First Class",Consumer,"United States",Wilmington,"North Carolina",28403,South,"Office Supplies",Paper,$10.816,4,0.20,8.652800000000001
"First Class",Consumer,"United States",Chicago,Illinois,60653,Central,"Office Supplies",Binders,$17.46,6,0.80,3.491999999999999
"Standard Class","Home Office","United States",Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,$51.072,6,0.20,40.857600000000005
"Standard Class","Home Office","United States",Lorain,Ohio,44052,East,Technology,Phones,$2.97,1,0.40,1.782
"Standard Class","Home Office","United States",Lorain,Ohio,44052,East,"Office Supplies",Storage,$27.44,2,0.20,21.952
"Standard Class",Consumer,"United States",Dallas,Texas,75220,Central,"Office Supplies",Binders,$1.08,3,0.80,0.21599999999999997
"Standard Class",Consumer,"United States",Dallas,Texas,75220,Central,"Office Supplies",Appliances,$7.96,2,0.80,1.5919999999999996
"Standard Class","Home Office","United States","Los Angeles",California,90049,West,"Office Supplies",Binders,$140.736,8,0.20,112.58879999999999
"First Class",Corporate,"United States",Jacksonville,"North Carolina",28540,South,Technology,Machines,$695.7,2,0.50,347.85
"First Class",Corporate,"United States",Jacksonville,"North Carolina",28540,South,"Office Supplies",Binders,$15.66,5,0.70,4.698
"First Class",Corporate,"United States",Jacksonville,"North Carolina",28540,South,"Office Supplies",Binders,$28.854,6,0.70,8.656200000000002
"Second Class",Consumer,"United States",Evanston,Illinois,60201,Central,Furniture,Chairs,$258.279,3,0.30,180.7953
"Standard Class",Corporate,"United States","San Francisco",California,94109,West,Technology,Phones,$183.96,5,0.20,147.168
"Standard Class",Corporate,"United States","San Francisco",California,94109,West,Furniture,Tables,$300.904,1,0.20,240.7232
"Same Day",Consumer,"United States",Houston,Texas,77036,Central,"Office Supplies",Storage,$220.776,3,0.20,176.6208
"Same Day",Consumer,"United States",Houston,Texas,77036,Central,"Office Supplies",Storage,$281.424,11,0.20,225.1392
"First Class",Consumer,"United States","Fort Worth",Texas,76106,Central,Furniture,Furnishings,$1.988,1,0.60,0.7952000000000001
"Standard Class",Corporate,"United States",Philadelphia,Pennsylvania,19120,East,"Office Supplies",Art,$123.256,7,0.20,98.6048
